"date","average_price","percentage_available","year","weekday","day_of_week","monthf","yearmonth","week","week_of_month"
2022-09-09,202.959388677621,22.895888641745,2022,5,"Fri","Sep","Sep 2022",36,1
2022-09-10,191.159247438266,10.4709110252534,2022,6,"Sat","Sep","Sep 2022",36,1
2022-09-11,172.840348330914,21.6367087194373,2022,0,"Sun","Sep","Sep 2022",36,1
2022-09-12,169.953515625,27.7287946428571,2022,1,"Mon","Sep","Sep 2022",37,2
2022-09-13,170.1296875,29.4921875,2022,2,"Tue","Sep","Sep 2022",37,2
2022-09-14,171.013171112847,29.026677084496,2022,3,"Wed","Sep","Sep 2022",37,2
2022-09-15,173.517536021445,25.7846531888752,2022,4,"Thu","Sep","Sep 2022",37,2
2022-09-16,193.499440340273,21.3678083725095,2022,5,"Fri","Sep","Sep 2022",37,2
2022-09-17,196.175982508269,20.5247519201659,2022,6,"Sat","Sep","Sep 2022",37,2
2022-09-18,177.567295878477,27.4042220484754,2022,0,"Sun","Sep","Sep 2022",37,2
2022-09-19,174.081560877575,30.642550103277,2022,1,"Mon","Sep","Sep 2022",38,3
2022-09-20,174.127163112649,30.9255331026013,2022,2,"Tue","Sep","Sep 2022",38,3
2022-09-21,175.218170649989,28.8641947732857,2022,3,"Wed","Sep","Sep 2022",38,3
2022-09-22,183.982947556748,23.839874762384,2022,4,"Thu","Sep","Sep 2022",38,3
2022-09-23,207.101436215151,18.6933258237116,2022,5,"Fri","Sep","Sep 2022",38,3
2022-09-24,207.409655561829,18.8876341050254,2022,6,"Sat","Sep","Sep 2022",38,3
2022-09-25,186.861877834388,25.4856950898606,2022,0,"Sun","Sep","Sep 2022",38,3
2022-09-26,179.110800848877,29.029375628281,2022,1,"Mon","Sep","Sep 2022",39,4
2022-09-27,177.800078181717,30.3289216507511,2022,2,"Tue","Sep","Sep 2022",39,4
2022-09-28,178.413823907096,29.7582491206521,2022,3,"Wed","Sep","Sep 2022",39,4
2022-09-29,180.776636140273,27.9763234308689,2022,4,"Thu","Sep","Sep 2022",39,4
2022-09-30,199.322824928479,24.1768104560498,2022,5,"Fri","Sep","Sep 2022",39,4
2022-10-01,201.334008211012,23.570102918846,2022,6,"Sat","Oct","Oct 2022",39,1
2022-10-02,184.336667411712,28.7717925793473,2022,0,"Sun","Oct","Oct 2022",39,1
2022-10-03,177.467898615453,34.1837874050916,2022,1,"Mon","Oct","Oct 2022",40,2
2022-10-04,177.039859320047,35.945961033886,2022,2,"Tue","Oct","Oct 2022",40,2
2022-10-05,177.35566348462,35.0415899067716,2022,3,"Wed","Oct","Oct 2022",40,2
2022-10-06,180.603374113178,30.6295737668287,2022,4,"Thu","Oct","Oct 2022",40,2
2022-10-07,197.206545577237,27.0932913456672,2022,5,"Fri","Oct","Oct 2022",40,2
2022-10-08,198.442086897794,26.8009905447996,2022,6,"Sat","Oct","Oct 2022",40,2
2022-10-09,180.359910414334,32.1388577827548,2022,0,"Sun","Oct","Oct 2022",40,2
2022-10-10,176.425667374065,37.529319781079,2022,1,"Mon","Oct","Oct 2022",41,3
2022-10-11,176.022609278178,38.7483950203763,2022,2,"Tue","Oct","Oct 2022",41,3
2022-10-12,176.087640951211,38.7741431282796,2022,3,"Wed","Oct","Oct 2022",41,3
2022-10-13,178.418801987383,37.0568860604031,2022,4,"Thu","Oct","Oct 2022",41,3
2022-10-14,196.773999887785,33.883184649049,2022,5,"Fri","Oct","Oct 2022",41,3
2022-10-15,198.115274422785,32.8801752710522,2022,6,"Sat","Oct","Oct 2022",41,3
2022-10-16,180.373147682156,37.1414192249623,2022,0,"Sun","Oct","Oct 2022",41,3
2022-10-17,177.634068695895,40.1117006422787,2022,1,"Mon","Oct","Oct 2022",42,4
2022-10-18,177.340555028198,40.582947121559,2022,2,"Tue","Oct","Oct 2022",42,4
2022-10-19,177.683475735746,39.593455073435,2022,3,"Wed","Oct","Oct 2022",42,4
2022-10-20,180.932398458014,36.2087267445109,2022,4,"Thu","Oct","Oct 2022",42,4
2022-10-21,200.223042669523,30.1843188095372,2022,5,"Fri","Oct","Oct 2022",42,4
2022-10-22,203.048828676263,27.7392040643522,2022,6,"Sat","Oct","Oct 2022",42,4
2022-10-23,185.902604312517,33.3744049285914,2022,0,"Sun","Oct","Oct 2022",42,4
2022-10-24,179.221080265877,39.1610344634977,2022,1,"Mon","Oct","Oct 2022",43,5
2022-10-25,178.657399653883,40.7692737118294,2022,2,"Tue","Oct","Oct 2022",43,5
2022-10-26,179.174260189838,40.6756002233389,2022,3,"Wed","Oct","Oct 2022",43,5
2022-10-27,180.619986593677,38.8057200312814,2022,4,"Thu","Oct","Oct 2022",43,5
2022-10-28,203.485403516682,34.1354824165915,2022,5,"Fri","Oct","Oct 2022",43,5
2022-10-29,204.895167663995,32.9908546912047,2022,6,"Sat","Oct","Oct 2022",43,5
2022-10-30,191.42250756981,36.0659414601323,2022,0,"Sun","Oct","Oct 2022",43,5
2022-10-31,192.023151521946,38.3709849206794,2022,1,"Mon","Oct","Oct 2022",44,6
2022-11-01,190.694572165527,39.2116182572614,2022,2,"Tue","Nov","Nov 2022",44,1
2022-11-02,184.528631402183,40.5037783375315,2022,3,"Wed","Nov","Nov 2022",44,1
2022-11-03,183.618698595647,39.6463940021261,2022,4,"Thu","Nov","Nov 2022",44,1
2022-11-04,201.126341819817,37.2225032316079,2022,5,"Fri","Nov","Nov 2022",44,1
2022-11-05,202.746498678216,37.0437032454019,2022,6,"Sat","Nov","Nov 2022",44,1
2022-11-06,183.838960313024,41.0005589714925,2022,0,"Sun","Nov","Nov 2022",44,1
2022-11-07,180.309037086685,43.1858802502234,2022,1,"Mon","Nov","Nov 2022",45,2
2022-11-08,179.817633592049,43.6763638394104,2022,2,"Tue","Nov","Nov 2022",45,2
2022-11-09,180.876716917923,42.4008933556672,2022,3,"Wed","Nov","Nov 2022",45,2
2022-11-10,182.985198011506,40.5351058481819,2022,4,"Thu","Nov","Nov 2022",45,2
2022-11-11,202.954484153742,37.3848055742864,2022,5,"Fri","Nov","Nov 2022",45,2
2022-11-12,205.38005512121,36.1775127959953,2022,6,"Sat","Nov","Nov 2022",45,2
2022-11-13,186.841068129653,39.7581593237418,2022,0,"Sun","Nov","Nov 2022",45,2
