id,latitude,longitude,property_type,room_type,bedrooms,availability_90,review_scores_rating,suburb,price,has_kitchen,has_Wifi,has_ACHeat,has_parking,has_selfcheckin,is_shared,num_baths,availability_30,availability days in 60 days,accommodates,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_washer
31425985,-37.83653,144.99652,Entire rental unit,Entire home/apt,2,0,4.49,South Yarra,146,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,4,4.49,4.58,4.67,4.91,4.7,TRUE
31835347,-37.86216,145.00897,Entire rental unit,Entire home/apt,1,0,4.38,St Kilda East,80,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,4.15,4.46,4.54,4.62,4.15,TRUE
31428351,-37.80992,144.9468,Other,Private room,,0,,West Melbourne,37,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,,,,,,TRUE
31443340,-37.6479,145.48423,Other,Entire home/apt,1,0,4.6,Healesville,200,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,5,5,5,4.8,4.9,FALSE
31443957,-37.82002,144.95783,Entire rental unit,Entire home/apt,,47,4.45,Melbourne,95,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,8,21,2,4.47,4.59,4.69,4.67,4.65,FALSE
31836687,-37.57633,144.92309,Private room in home,Private room,,35,4.89,Craigieburn,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,5,2,4.67,4.94,5,4.72,5,TRUE
31448656,-37.82268,145.05263,Other,Entire home/apt,3,53,4.67,Hawthorn East,661,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,26,32,6,4.8,4.73,4.67,4.87,4.47,FALSE
31836948,-37.8039,145.04881,Other,Entire home/apt,2,0,4,Kew,80,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,3,4,5,4,5,5,TRUE
31449918,-37.85599,144.9869,Entire rental unit,Entire home/apt,1,0,4.64,Windsor,130,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,4.71,5,5,4.86,4.71,FALSE
31842526,-37.83504,144.99071,Entire rental unit,Entire home/apt,1,59,4.96,South Yarra,128,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,29,3,4.96,4.96,5,4.96,4.96,FALSE
31451429,-37.79662,144.92542,Entire rental unit,Entire home/apt,2,82,3.86,Kensington,206,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,27,52,6,3.69,4.27,4.45,4.63,3.92,TRUE
31843282,-37.70235,145.01379,Private room in home,Private room,,42,5,Reservoir,28,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,11,12,1,4,5,5,5,5,TRUE
31453952,-37.89775,145.1656,Other,Private room,,36,5,Glen Waverley,59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,6,2,4.89,4.89,4.89,4.67,4.89,TRUE
31844969,-37.7132,145.04411,Private room in home,Private room,,0,3.5,Kingsbury,170,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,6,4,4.5,4.75,4.75,4,FALSE
31455598,-37.6107,144.90561,Private room in home,Private room,,0,4.59,Greenvale,499,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,4.64,4.87,4.82,4.69,4.69,FALSE
31472387,-37.88919,145.06102,Other,Shared room,,90,4,Carnegie,200,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,30,60,1,4,5,5,5,4,TRUE
31859246,-37.87168,144.70848,Private room in home,Private room,,0,4,Hoppers Crossing,34,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,0,2,4,4.75,4.75,4.75,4.25,TRUE
31476299,-37.8125,144.96651,Private room in rental unit,Private room,,0,4.25,Melbourne,60,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,3,3.92,4.92,4.83,4.92,4.58,TRUE
31476371,-37.86664,144.98422,Private room in rental unit,Private room,,0,5,St Kilda,120,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,5,5,5,4.83,4.67,TRUE
31860668,-37.58876,144.90161,Private room in home,Private room,,87,4.43,Craigieburn,60,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,27,57,3,4.57,4.86,4.86,4.86,4.71,TRUE
31495029,-37.81852,145.11985,Entire rental unit,Entire home/apt,2,0,4.18,Box Hill,220,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,5,4.36,4.32,4.64,4.77,4.45,TRUE
31498567,-37.71226,145.046,Other,Private room,,0,,Bundoora,45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,,,,,,FALSE
31499155,-37.81749,144.95571,Private room in rental unit,Private room,,0,4.5,Melbourne,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,5,5,5,5,5,TRUE
31503267,-38.06452,145.44617,Entire home,Entire home/apt,4,14,4.81,Pakenham,200,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,8,4.77,5,5,5,4.87,TRUE
31861755,-38.02875,145.29218,Private room in home,Private room,,90,4.4,Narre Warren South,130,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,30,60,2,4.73,4.87,4.87,4.8,4.73,TRUE
31517647,-37.76636,144.9495,Entire rental unit,Entire home/apt,1,0,0,Brunswick West,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,,,,,TRUE
31863240,-37.81393,144.94492,Entire rental unit,Entire home/apt,2,47,5,Docklands,432,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,11,24,4,5,5,5,5,4.57,TRUE
31520632,-37.79054,144.9795,Other,Entire home/apt,1,6,4.97,Fitzroy North,200,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,1,3,5,4.97,4.98,4.98,4.83,FALSE
31523038,-37.81085,145.00946,Entire condo,Entire home/apt,2,0,4.26,Abbotsford,110,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,5,4.29,4.86,4.86,4.8,4.26,FALSE
31872981,-37.75605,145.03839,Other,Private room,,88,5,Bellfield,125,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,28,58,1,5,5,5,5,5,TRUE
31523201,-37.91547,145.24521,Private room in home,Private room,,89,4.33,Rowville,60,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,29,59,2,4.17,4.33,4.33,4.67,4.33,TRUE
31888629,-37.81109,144.95968,Entire rental unit,Entire home/apt,2,0,4.84,Melbourne,158,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,0,0,6,4.84,4.83,4.88,4.97,4.8,TRUE
31905536,-37.9476,145.01363,Private room in home,Private room,,0,,Sandringham,99,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,4,,,,,,TRUE
31525076,-37.91533,145.12608,Other,Private room,1,0,3.67,Clayton,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,2.67,4.33,4.67,4,3.67,TRUE
31908945,-37.98139,145.26338,Entire home,Entire home/apt,3,72,4.86,Endeavour Hills,170,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,12,42,6,4.93,5,4.93,5,4.79,TRUE
31541216,-37.77889,144.97692,Entire rental unit,Entire home/apt,1,0,4.92,Brunswick East,125,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,4.75,5,5,5,4.75,TRUE
31546604,-37.80378,144.96389,Entire rental unit,Entire home/apt,1,0,4.6,Carlton,99,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,3,5,4.6,5,5,4.6,TRUE
31547115,-38.07324,145.32988,Entire home,Entire home/apt,3,0,,Narre Warren South,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,6,,,,,,TRUE
31549564,-37.89255,144.99289,Entire home,Entire home/apt,2,0,4,Brighton,195,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,4,4.33,5,4.67,4,4.33,FALSE
31549996,-37.88078,145.04685,Private room in home,Private room,,0,3.5,Caulfield East,70,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,0,3,3.5,5,5,5,5,TRUE
31908979,-37.76741,144.98967,Private room in home,Private room,,0,5,Northcote,56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4.5,5,5,5,5,TRUE
31569971,-37.80944,144.95931,Entire rental unit,Entire home/apt,,0,4.25,Melbourne,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,4.25,5,4.5,5,4.5,TRUE
31571511,-37.79881,144.96707,Private room in rental unit,Private room,,0,0,Carlton,45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,,,,,TRUE
31911239,-37.85569,145.36314,Other,Entire home/apt,1,0,4.98,Olinda,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,4.98,5,4.98,4.96,4.87,FALSE
31571744,-37.7465,145.03882,Other,Entire home/apt,1,27,4.95,Heidelberg West,92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,25,2,4.97,4.99,4.99,4.91,4.9,FALSE
31912426,-37.76729,144.99884,Entire rental unit,Entire home/apt,2,0,5,Northcote,145,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,3,4.67,5,5,5,5,TRUE
31914421,-37.8432,144.94391,Entire rental unit,Entire home/apt,1,0,5,Port Melbourne,128,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,5,5,5,5,5,TRUE
31919011,-37.823951,144.9633527,Entire rental unit,Entire home/apt,3,88,,Southbank,657,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,28,58,7,,,,,,TRUE
31574539,-37.82125,144.96803,Private room in rental unit,Private room,,47,5,Southbank,65,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,7,17,1,5,4.67,5,5,4.67,TRUE
31919883,-37.82816,145.02491,Entire condo,Entire home/apt,2,0,5,Burnley,210,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,4,5,5,5,5,5,FALSE
31577202,-37.77284,144.90043,Entire rental unit,Entire home/apt,2,0,4.86,Ascot Vale,170,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,4,4.86,4.93,4.86,4.71,4.57,FALSE
31929914,-37.60941,144.88538,Private room in home,Private room,,88,,Greenvale,200,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,28,58,1,,,,,,TRUE
31578239,-37.81618,144.95735,Entire rental unit,Entire home/apt,1,0,4.92,Melbourne,119,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,4.82,4.99,4.96,4.97,4.8,TRUE
31930465,-37.48665,145.07195,Entire home,Entire home/apt,5,83,4.75,Eden Park,760,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,23,53,8,4.5,5,5,5,4.75,TRUE
31931613,-37.77915,144.82198,Private room in home,Private room,,0,4,Albion,28,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,2,5,5,5,4,TRUE
31578515,-37.809113,144.96846,Entire rental unit,Entire home/apt,1,56,4.89,Melbourne,132,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,16,26,2,4.84,4.9,4.93,4.98,4.88,FALSE
31933546,-37.8639,145.11328,Other,Entire home/apt,1,33,4.96,Mount Waverley,112,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4,3,4.96,4.96,5,4.74,4.91,TRUE
31941106,-37.89717,145.06096,Other,Private room,,0,5,Murrumbeena,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,1,5,5,5,4.5,5,FALSE
31579497,-37.83536,144.99481,Entire rental unit,Entire home/apt,1,0,,South Yarra,95,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,,,,,TRUE
31596892,-37.79861,145.29328,Other,Private room,,89,4.94,Croydon,79,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,29,59,2,4.88,4.94,5,4.88,5,TRUE
31942092,-37.89756,145.0616,Other,Private room,,0,,Carnegie,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,,,,,FALSE
31600050,-37.89614,145.1661,Other,Private room,,37,4.83,Glen Waverley,45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,7,2,4.69,4.92,4.89,4.86,4.89,TRUE
31956729,-37.91104,145.01426,Private room in home,Private room,,0,4.67,Brighton East,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4.33,5,5,4.33,5,TRUE
31958141,-37.8731,145.03956,Other,Entire home/apt,2,0,,Malvern East,129,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,2,,,,,,TRUE
31600901,-37.82391,144.9618,Entire rental unit,Entire home/apt,2,35,4.82,Southbank,206,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,5,10,4,4.75,4.75,4.94,4.95,4.83,TRUE
31601097,-37.82647,144.95588,Entire rental unit,Entire home/apt,3,0,4.81,Southbank,579,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,0,10,4.69,4.38,4.59,4.97,4.66,TRUE
31603903,-37.85366,144.99582,Entire condo,Entire home/apt,1,88,4.93,Windsor,169,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,28,58,2,4.8,5,5,5,4.73,TRUE
31962611,-37.81643,145.11754,Entire rental unit,Entire home/apt,,0,4.22,Box Hill,108,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,3,4.28,4.22,4.28,4.83,4.39,TRUE
31963996,-37.58915,144.90157,Private room in home,Private room,,90,4.75,Craigieburn,60,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,30,60,2,4.75,4.88,5,4.75,4.38,TRUE
31605402,-37.86948,144.70425,Private room in home,Private room,,89,4.92,Hoppers Crossing,56,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,29,59,2,4.89,5,5,4.96,4.98,TRUE
31964436,-37.8733,144.99561,Private room in rental unit,Private room,,0,5,Balaclava,70,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,5,5,5,5,5,TRUE
32070209,-37.8485,144.97973,Entire rental unit,Entire home/apt,1,89,3.67,Melbourne,480,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,29,59,1,2.67,3.33,4.33,4,3.67,TRUE
31965551,-37.83754,144.96016,Entire home,Entire home/apt,4,90,5,South Melbourne,550,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,30,60,10,5,5,5,5,5,TRUE
31969739,-37.85364,145.11172,Other,Private room,,0,4,Burwood,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,3,5,5,3,3,TRUE
32070282,-37.806,144.98631,Private room in rental unit,Private room,,0,5,Collingwood,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,0,2,5,4.95,5,4.97,4.95,TRUE
31971765,-37.81022,144.96626,Entire rental unit,Entire home/apt,2,51,4.94,Melbourne,334,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,13,27,4,4.89,4.87,4.94,4.96,4.89,FALSE
32073988,-37.72815,145.21394,Other,Entire home/apt,1,69,4.93,North Warrandyte,173,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,18,44,2,4.9,5,4.97,4.91,4.84,FALSE
31991436,-37.83155,144.96708,Private room in rental unit,Private room,,0,5,Southbank,76,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,4.73,4.91,5,4.91,5,TRUE
32076491,-37.93442,145.0036,Entire rental unit,Entire home/apt,3,89,1,Hampton,900,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,29,59,8,1,1,1,1,1,TRUE
31992632,-37.81454,144.95298,Entire rental unit,Entire home/apt,1,89,4.96,Melbourne,428,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,29,59,4,4.96,4.96,5,5,4.88,TRUE
32077435,-37.84022,144.96082,Entire rental unit,Entire home/apt,2,0,4.86,South Melbourne,175,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,5,4.79,4.97,5,4.92,4.8,FALSE
32000959,-37.74234,144.80303,Private room in home,Private room,,89,4.78,St Albans,229,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,29,59,1,4.89,5,5,4.89,4.89,TRUE
32081875,-37.82168,145.24838,Entire home,Entire home/apt,2,0,4.53,Heathmont,113,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,4,4.62,4.72,4.78,4.69,4.5,TRUE
32016744,-37.79374,145.03808,Private room in home,Private room,,0,5,Kew,69,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,5,5,5,5,5,TRUE
32082254,-37.80864,144.95568,Other,Private room,1,0,4,Melbourne,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,4,5,5,5,5,TRUE
32089253,-37.89694,145.02684,Other,Entire home/apt,2,83,,Caulfield South,350,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,23,53,4,,,,,,TRUE
32093147,-37.82561,144.95736,Entire rental unit,Entire home/apt,1,90,4.56,Southbank,296,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,30,60,2,4.33,4.78,4.89,4.89,4.56,TRUE
32018072,-37.82308,144.99124,Entire rental unit,Entire home/apt,1,0,4.96,Richmond,90,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,5,5,5,4.92,4.96,FALSE
32094289,-37.91881,145.13546,Private room in rental unit,Private room,,0,4,Clayton,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,2,5,5,5,5,FALSE
32022009,-37.80868,144.96156,Entire rental unit,Entire home/apt,1,75,4.5,Melbourne,138,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,16,45,4,4.53,4.5,4.73,4.93,4.5,FALSE
32024795,-37.85045,144.99508,Entire rental unit,Entire home/apt,1,0,5,Prahran,137,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,4,4.67,5,5,5,4.67,TRUE
32025651,-37.83698,144.99306,Entire rental unit,Entire home/apt,2,66,4.75,South Yarra,210,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,20,36,4,4.61,4.71,4.71,4.9,4.67,FALSE
32096900,-37.81558,144.96528,Entire rental unit,Entire home/apt,3,75,4.79,Melbourne,379,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,20,45,6,4.92,4.69,4.91,4.98,4.82,TRUE
32100055,-37.80271,144.90298,Private room in home,Private room,,28,4.78,Footscray,55,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,8,13,2,4.5,4.98,4.98,4.76,4.83,TRUE
32025681,-37.81432,144.9525,Entire rental unit,Entire home/apt,1,52,4.69,Melbourne,149,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,22,5,4.48,4.79,4.85,4.87,4.63,FALSE
32026218,-37.85886,145.14094,Private room in home,Private room,,0,5,Burwood East,38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,5,5,5,5,5,TRUE
32107034,-38.16123,145.11663,Other,Entire home/apt,1,0,4.96,Frankston South,110,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,4,4.97,4.94,4.99,4.87,4.96,FALSE
32112202,-37.87067,145.05226,Entire rental unit,Entire home/apt,2,67,4.82,Malvern East,180,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,26,56,4,4.82,4.92,4.93,4.83,4.83,FALSE
32027764,-37.81347,144.96367,Entire rental unit,Entire home/apt,1,0,4.88,Melbourne,118,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,7,4.76,4.86,5,5,4.84,TRUE
32028093,-37.81312,144.95274,Other,Entire home/apt,2,81,4.73,West Melbourne,238,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,23,51,7,4.81,4.78,4.97,4.84,4.61,TRUE
32115550,-37.8151,144.95352,Entire rental unit,Entire home/apt,2,41,4.78,Melbourne,322,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,9,24,6,4.73,4.71,4.95,4.92,4.79,FALSE
32028512,-37.78757,145.2098,Private room in home,Private room,,0,5,Park Orchards,145,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,4,3,4,4,4,3,FALSE
32119490,-37.8436,144.9895,Private room in home,Private room,,0,5,South Yarra,195,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,2,4.71,5,5,5,5,TRUE
32029853,-37.85159,144.98721,Entire rental unit,Entire home/apt,1,0,4.67,Windsor,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4,5,5,5,5,FALSE
32133912,-37.81473,144.95323,Entire rental unit,Entire home/apt,1,80,4.71,Melbourne,179,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,27,50,4,4.74,4.72,4.62,4.93,4.72,TRUE
32039202,-37.81643,144.95387,Entire rental unit,Entire home/apt,1,0,4.72,Melbourne,179,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,3,4.78,4.73,4.76,4.85,4.66,TRUE
32141187,-37.87763,145.18149,Entire home,Entire home/apt,4,52,4.46,Glen Waverley,234,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,14,31,8,4.66,4.76,4.81,4.78,4.41,TRUE
32141602,-37.92321,145.12308,Other,Private room,,0,5,Clayton,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,4.75,5,5,5,5,TRUE
32042979,-37.81606,144.96084,Private room in rental unit,Private room,,90,,Melbourne,450,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,30,60,1,,,,,,TRUE
32148001,-37.92242,145.1224,Other,Private room,,0,5,Clayton,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,4.8,5,5,4.8,5,TRUE
32046959,-37.58759,144.90173,Private room in home,Private room,,88,4.53,Craigieburn,65,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,28,58,5,4.29,4.76,4.94,4.53,4.53,TRUE
32049984,-37.57419,144.92433,Private room in home,Private room,,35,4.94,Craigieburn,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,5,2,4.56,5,5,4.97,5,TRUE
32155666,-37.79707,144.89887,Private room in home,Private room,,0,4.7,Footscray,43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4.5,5,4.5,4.7,4.7,FALSE
32050161,-37.6793,144.88973,Private room in home,Private room,,88,4.89,Westmeadows,85,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,30,58,2,4.94,4.96,4.95,4.92,4.89,FALSE
32053907,-37.81894,144.96669,Entire rental unit,Entire home/apt,1,0,,Melbourne,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,,,,,,TRUE
32156857,-37.79552,144.89903,Private room in home,Private room,,0,4,Footscray,43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,4.1,4.3,3.9,4.6,4.1,TRUE
32166012,-37.78049,145.60288,Other,Entire home/apt,2,84,4.86,Yarra Junction,251,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,24,54,4,4.88,4.88,4.89,4.88,4.73,TRUE
32056556,-37.87922,145.00026,Entire home,Entire home/apt,2,0,4,Elsternwick,112,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,4,3,5,5,5,5,TRUE
32169388,-37.82578,144.95677,Entire rental unit,Entire home/apt,2,23,4.97,Southbank,220,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,2,8,4,4.93,4.92,4.94,4.96,4.92,TRUE
32451990,-37.85981,144.98322,Entire rental unit,Entire home/apt,2,0,4.84,St Kilda,300,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,4,4.95,4.82,4.95,4.82,4.74,FALSE
32453036,-37.86425,144.98705,Entire rental unit,Entire home/apt,1,80,4.86,St Kilda,171,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,20,50,2,4.76,4.86,5,5,4.83,TRUE
32171369,-37.80011,144.97262,Entire home,Entire home/apt,1,76,4.88,Carlton,175,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,23,47,2,4.68,4.95,4.95,4.99,4.84,FALSE
32471988,-37.8546,145.05303,Entire rental unit,Entire home/apt,2,44,4.46,Glen Iris,127,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,7,25,4,4.26,4.67,4.68,4.76,4.53,TRUE
32172727,-37.85163,145.00117,Private room in home,Private room,,0,4.63,Prahran,55,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,2,4.5,4.63,4.75,4.88,4.5,TRUE
32472230,-37.88029,145.00827,Entire rental unit,Entire home/apt,1,0,,Elsternwick,100,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,,,,,,TRUE
32174383,-37.8714,144.61336,Entire home,Entire home/apt,3,58,4.8,Wyndham Vale,170,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,7,28,6,4.72,4.85,4.89,4.56,4.72,TRUE
32476059,-37.86783,145.18218,Other,Private room,,29,4.5,Glen Waverley,268,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,25,25,6,5,5,5,3.5,4.5,TRUE
32476693,-37.57536,144.92392,Other,Private room,,35,4.95,Craigieburn,50,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,5,2,4.85,4.99,4.98,4.97,4.97,TRUE
32175627,-37.79692,144.89838,Private room in home,Private room,,0,4.56,Footscray,43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4.44,4.67,3.89,4.89,4.56,FALSE
32477181,-37.80966,144.95584,Private room in rental unit,Private room,1,0,4.47,Melbourne,68,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,4.12,4.71,4.59,5,4.59,TRUE
32176593,-37.82247,145.04347,Private room in home,Private room,,85,5,Hawthorn,101,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,25,55,2,5,5,5,4.89,4.93,TRUE
32481744,-37.76108,144.95615,Private room in home,Private room,,0,5,Brunswick,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,1,5,5,5,5,5,TRUE
32177840,-37.82319,145.04379,Private room in home,Private room,,90,4.91,Hawthorn,108,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,30,60,2,4.98,5,5,4.91,4.83,FALSE
32481978,-37.81484,145.11632,Entire rental unit,Entire home/apt,2,0,4.17,Box Hill,90,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,0,2,4.5,4.5,4.5,4.5,4.67,TRUE
32189868,-37.80821,144.96006,Entire rental unit,Entire home/apt,2,29,4.68,Melbourne,142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,10,10,4,4.68,4.62,4.75,4.93,4.65,TRUE
32192472,-37.48695,145.14921,Entire home,Entire home/apt,2,64,4.93,Whittlesea,155,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,15,34,6,4.85,4.99,4.92,4.9,4.88,FALSE
32483579,-37.81043,144.96187,Entire rental unit,Entire home/apt,2,89,4.87,Melbourne,350,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,29,59,5,4.81,4.87,4.93,4.93,4.82,TRUE
